Dataset,Raw_Labels,Kingdom,Phylum,Class,Order,Family,Genus,Species,proposed_label,plankton,living
zooscan,gonophore_Abylopsis tetragona,animalia,cnidaria,hydrozoa,siphonophorae,abylidae,abylopsis,tetragona,abylopsis tetragona,True,True
zooscan,gonophore_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True
zooscan,bract_Abylopsis tetragona,animalia,cnidaria,hydrozoa,siphonophorae,abylidae,abylopsis,tetragona,abylopsis tetragona,True,True
zooscan,Bassia,animalia,cnidaria,hydrozoa,siphonophorae,abylidae,bassia,bassensis,bassia bassensis,True,True
zooscan,part_Mollusca,animalia,mollusca,,,,,,mollusca,True,True
zooscan,actinula,animalia,cnidaria,hydrozoa,narcomedusae,solmundaeginidae,solmundella,bitentaculata,solmundella bitentaculata,True,True
zooscan,Physonectae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True
zooscan,Cymbulia peroni,animalia,mollusca,gastropoda,pteropoda,cymbuliidae,cymbulia,peroni,cymbulia peroni,True,True
zooscan,Isopoda,animalia,arthropoda,malacostraca,isopoda,cirolanidae,eurydice,,eurydice,True,True
zooscan,pluteus_Ophiuroidea,animalia,echinodermata,ophiuroidea,,,,,ophiuroidea,True,True
zooscan,Bivalvia,animalia,mollusca,bivalvia,,,,,bivalvia,True,True
zooscan,bubble,,,,,,,,,False,False
zooscan,juvenile_Salpida,animalia,chordata,thaliacea,salpida,,,,salpida,True,True
zooscan,cypris,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True
zooscan,nectophore_Physonectae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True
zooscan,Ostracoda,animalia,arthropoda,ostracoda,,,,,ostracoda,True,True
zooscan,protozoea_Eumalacostraca,animalia,arthropoda,malacostraca,mysida,,,,mysida,True,True
zooscan,Cavolinia inflexa,animalia,mollusca,gastropoda,pteropoda,cavoliniidae,cavolinia,inflexa,cavolinia inflexa,True,True
zooscan,tail_Appendicularia,animalia,chordata,appendicularia,,,,,appendicularia,True,True
zooscan,Actinopterygii,animalia,chordata,,,,,,chordata,True,True
zooscan,Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,,tripos,True,True
zooscan,larvae_Echinodermata,animalia,echinodermata,,,,,,echinodermata,True,True
zooscan,part_Cnidaria,animalia,cnidaria,,,,,,cnidaria,True,True
zooscan,eudoxie_Abylopsis tetragona,animalia,cnidaria,hydrozoa,siphonophorae,abylidae,abylopsis,,abylopsis,True,True
zooscan,ephyra,animalia,cnidaria,scyphozoa,,,,,scyphozoa,True,True
zooscan,Limacinidae,animalia,mollusca,gastropoda,pteropoda,limacinidae,,,limacinidae,True,True
zooscan,Mysida,animalia,arthropoda,malacostraca,mysida,,,,mysida,True,True
zooscan,Candaciidae,animalia,arthropoda,copepoda,calanoida,candaciidae,,,candaciidae,True,True
zooscan,other_living,animalia,arthropoda,copepoda,monstrilloida,,,,monstrilloida,False,True
zooscan,Sapphirinidae,animalia,arthropoda,copepoda,cyclopoida,sapphirinidae,,,sapphirinidae,True,True
zooscan,zoea_Brachyura,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True
zooscan,siphonula,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True
zooscan,Creseidae acicula,animalia,mollusca,gastropoda,pteropoda,creseidae,creseis,acicula,creseis acicula,True,True
zooscan,Pyrosomatida,animalia,chordata,thaliacea,pyrosomatida,,,,pyrosomatida,True,True
zooscan,Phaeodaria,chromista,cercozoa,thecofilosea,,,,,thecofilosea,True,True
zooscan,larvae_Mysida,animalia,arthropoda,malacostraca,mysida,,,,mysida,True,True
zooscan,Noctiluca,chromista,myzozoa,dinophyceae,noctilucales,noctilucaceae,noctiluca,,noctiluca,True,True
zooscan,head_Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True
zooscan,Acartiidae,animalia,arthropoda,copepoda,calanoida,acartiidae,,,acartiidae,True,True
zooscan,Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True
zooscan,Corycaeidae,animalia,arthropoda,copepoda,cyclopoida,corycaeidae,,,corycaeidae,True,True
zooscan,nauplii_Crustacea,animalia,arthropoda,,,,,,arthropoda,True,True
zooscan,protozoea_Sergestidae,animalia,arthropoda,malacostraca,decapoda,sergestidae,,,sergestidae,True,True
zooscan,Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True
zooscan,Coscinodiscus,chromista,heterokontophyta,bacillariophyceae,coscinodiscales,coscinodiscaceae,coscinodiscus,,coscinodiscus,True,True
zooscan,nauplii_Cirripedia,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True
zooscan,larvae_Luciferidae,animalia,arthropoda,malacostraca,decapoda,luciferidae,,,luciferidae,True,True
zooscan,metanauplii_Crustacea,animalia,arthropoda,,,,,,arthropoda,True,True
zooscan,Haloptilus,animalia,arthropoda,copepoda,calanoida,augaptilidae,haloptilus,,haloptilus,True,True
zooscan,Atlanta,animalia,mollusca,gastropoda,littorinimorpha,atlantidae,,,atlantidae,True,True
zooscan,Centropagidae,animalia,arthropoda,copepoda,calanoida,centropagidae,,,centropagidae,True,True
zooscan,Calocalanus pavo,animalia,arthropoda,copepoda,calanoida,paracalanidae,calocalanus,pavo,calocalanus pavo,True,True
zooscan,Calanidae,animalia,arthropoda,copepoda,calanoida,calanidae,,,calanidae,True,True
zooscan,Annelida,animalia,annelida,,,,,,annelida,True,True
zooscan,cirrus,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True
zooscan,Foraminifera,chromista,foraminifera,globothalamea,rotaliida,globigerinidae,,,globigerinidae,True,True
uvp6net,Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True
uvp6net,other<living,,,,,,,,,False,True
uvp6net,Phyllodocida,animalia,annelida,polychaeta,phyllodocida,,,,phyllodocida,True,True
uvp6net,chain<Salpida,animalia,chordata,thaliacea,salpida,,,,salpida,True,True
uvp6net,Rhizaria,chromista,,,,,,,chromista,True,True
uvp6net,Appendicularia,animalia,chordata,appendicularia,,,,,appendicularia,True,True
uvp6net,Calanoida,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,False
uvp6net,puff,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True
uvp6net,Aulosphaeridae,chromista,cercozoa,thecofilosea,phaeosphaerida,aulosphaeridae,,,aulosphaeridae,True,True
uvp6net,small<Cnidaria,animalia,cnidaria,hydrozoa,,,,,hydrozoa,True,True
uvp6net,Coelodendridae,chromista,cercozoa,thecofilosea,phaeodendrida,coelodendridae,,,coelodendridae,True,True
uvp6net,spiky<Acantharia,chromista,radiozoa,acantharia,,,,,acantharia,True,True
uvp6net,Aulacanthidae,chromista,cercozoa,thecofilosea,phaeocystida,aulacanthidae,,,aulacanthidae,True,True
uvp6net,Hyperiidea,animalia,arthropoda,malacostraca,amphipoda,,,,amphipoda,True,True
uvp6net,darksphere,,,,,,,,,False,True
uvp6net,other<Cnidaria,animalia,cnidaria,hydrozoa,,,,,hydrozoa,True,True
uvp6net,Eumalacostraca,animalia,arthropoda,malacostraca,,,,,malacostraca,True,True
uvp6net,fuzzy,chromista,radiozoa,acantharia,,,,,acantharia,True,True
uvp6net,fiber,,,,,,,,,False,False
uvp6net,Swima,animalia,annelida,polychaeta,terebellida,acrocirridae,swima,,swima,True,True
uvp6net,tuff,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True
uvp6net,Siphonophorae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True
uvp6net,Creseis acicula,animalia,mollusca,gastropoda,pteropoda,creseidae,creseis,acicula,creseis acicula,True,True
uvp6net,copepoda_eggs,animalia,arthropoda,copepoda,,,,,copepoda,True,True
uvp6net,Echinodermata,animalia,echinodermata,,,,,,echinodermata,True,True
uvp6net,solitaryglobule,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True
uvp6net,artefact,,,,,,,,,False,False
uvp6net,filament,,,,,,,,,False,False
uvp6net,crystal,chromista,heterokontophyta,bacillariophyceae,,,,,bacillariophyceae,False,False
uvp6net,detritus,,,,,,,,,False,False
uvp6net,Collodaria,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True
uvp6net,Narcomedusae,animalia,cnidaria,hydrozoa,narcomedusae,,,,narcomedusae,True,True
uvp6net,dead<house,animalia,chordata,appendicularia,,,,,appendicularia,True,True
uvp6net,Salpida,animalia,chordata,thaliacea,salpida,,,,salpida,True,True
uvp6net,Amphipoda,animalia,arthropoda,malacostraca,amphipoda,,,,amphipoda,True,True
uvp6net,Trachymedusae,animalia,cnidaria,hydrozoa,trachymedusae,halicreatidae,botrynema,,botrynema,True,True
uvp6net,Aulatractus,,,,,,,,,True,True
uvp6net,star<Acantharia,chromista,radiozoa,acantharia,,,,,acantharia,True,True
uvp6net,like<Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True
uvp6net,t004,,,,,,,,,False,False
uvp6net,Ostracoda,animalia,arthropoda,ostracoda,,,,,ostracoda,True,True
uvp6net,t011,,,,,,,,,False,False
uvp6net,Actinopterygii,animalia,chordata,,,,,,chordata,True,True
uvp6net,spiky<Coelodendridae,chromista,cercozoa,thecofilosea,phaeodendrida,coelodendridae,,,coelodendridae,True,True
uvp6net,like<Rhizaria,chromista,,,,,,,chromista,True,True
uvp6net,solitaryblack,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True
uvp6net,Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True
uvp6net,Thecosomata,animalia,mollusca,gastropoda,pteropoda,cavoliniidae,cavolinia,inflexa,cavolinia inflexa,True,True
uvp6net,Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True
uvp6net,reflection,,,,,,,,,False,False
uvp6net,Calanidae,animalia,arthropoda,copepoda,calanoida,calanidae,,,calanidae,True,True
uvp6net,Annelida,animalia,annelida,polychaeta,terebellida,flabelligeridae,poeobius,,poeobius,True,True
uvp6net,cloud,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True
uvp6net,Foraminifera,chromista,foraminifera,,,,,,foraminifera,True,True
zoocamnet,Acartiidae,animalia,arthropoda,copepoda,calanoida,acartiidae,,,acartiidae,True,True
zoocamnet,Actinopterygii,animalia,chordata,,,,,,chordata,True,True
zoocamnet,Amphipoda,animalia,arthropoda,malacostraca,amphipoda,,,,amphipoda,True,True
zoocamnet,Annelida,animalia,annelida,,,,,,annelida,True,True
zoocamnet,Appendicularia,animalia,chordata,appendicularia,,,,,appendicularia,True,True
zoocamnet,artefact,,,,,,,,,False,False
zoocamnet,Bivalvia,animalia,mollusca,bivalvia,,,,,bivalvia,True,True
zoocamnet,bract_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True
zoocamnet,bubble,,,,,,,,,False,False
zoocamnet,Calanidae,animalia,arthropoda,copepoda,calanoida,calanidae,,,calanidae,True,True
zoocamnet,Calanoida,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True
zoocamnet,Calocalanus,animalia,arthropoda,copepoda,calanoida,paracalanidae,calocalanus,,calocalanus,True,True
zoocamnet,Candaciidae,animalia,arthropoda,copepoda,calanoida,candaciidae,,,candaciidae,True,True
zoocamnet,Cavoliniidae,animalia,mollusca,gastropoda,pteropoda,cavoliniidae,,,cavoliniidae,True,True
zoocamnet,Centropagidae,animalia,arthropoda,copepoda,calanoida,centropagidae,,,centropagidae,True,True
zoocamnet,Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True
zoocamnet,chainlarge,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,diatoma,,diatoma,True,True
zoocamnet,Ciripedia,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True
zoocamnet,Cladocera,animalia,mollusca,bivalvia,pteriida,inoceramidae,cladoceramus,,cladoceramus,True,True
zoocamnet,Cnidaria,,,,,,,,,True,True
zoocamnet,comb_Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True
zoocamnet,Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True
zoocamnet,Corycaeidae,animalia,arthropoda,copepoda,cyclopoida,corycaeidae,,,corycaeidae,True,True
zoocamnet,Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True
zoocamnet,Cyclopoida,animalia,arthropoda,copepoda,cyclopoida,,,,cyclopoida,True,True
zoocamnet,cyphonaute,animalia,bryozoa,,,,,,bryozoa,True,True
zoocamnet,Decapoda,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True
zoocamnet,detritus,,,,,,,,,False,False
zoocamnet,Diatoma,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,diatoma,,diatoma,True,True
zoocamnet,Diatoma tenuis,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,diatoma,tenuis,diatoma tenuis,True,True
zoocamnet,Doliolida,animalia,chordata,thaliacea,doliolida,,,,doliolida,True,True
zoocamnet,egg_Actinopterygii,animalia,chordata,,,,,,chordata,True,True
zoocamnet,egg_Engraudilae,animalia,chordata,teleostei,clupeiformes,,,,clupeiformes,True,True
zoocamnet,egg_Mollusca,animalia,mollusca,,,,,,mollusca,True,True
zoocamnet,egg_other,,,,,,,,,True,True
zoocamnet,egg_Sardina,animalia,chordata,teleostei,clupeiformes,,,,clupeiformes,True,True
zoocamnet,empty_Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True
zoocamnet,empty_Harpacticoida,animalia,arthropoda,copepoda,harpacticoida,,,,harpacticoida,True,True
zoocamnet,Euchaeta,animalia,arthropoda,copepoda,calanoida,euchaetidae,euchaeta,,euchaeta,True,True
zoocamnet,eudoxie_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True
zoocamnet,Euterpina,animalia,arthropoda,copepoda,harpacticoida,tachidiidae,euterpina,,euterpina,True,True
zoocamnet,Evadne,animalia,arthropoda,branchiopoda,onychopoda,podonidae,evadne,,evadne,True,True
zoocamnet,feces,,,,,,,,,False,False
zoocamnet,fiber_detritus,,,,,,,,,False,False
zoocamnet,fiber_plastic,,,,,,,,,False,False
zoocamnet,Gastropoda,animalia,mollusca,gastropoda,,,,,gastropoda,True,True
zoocamnet,gelatinous,,,,,,,,,False,False
zoocamnet,gonophore_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True
zoocamnet,Halosphaera,plantae,chlorophyta,pyramimonadophyceae,pyramimonadales,pyramimonadaceae,halosphaera,,halosphaera,True,True
zoocamnet,Harpacticoida,animalia,arthropoda,copepoda,harpacticoida,,,,harpacticoida,True,True
zoocamnet,Hydrozoa,animalia,cnidaria,hydrozoa,,,,,hydrozoa,True,True
zoocamnet,Isias,animalia,arthropoda,copepoda,calanoida,centropagidae,isias,,isias,True,True
zoocamnet,larvae_Annelida,animalia,annelida,,,,,,annelida,True,True
zoocamnet,larvae_Crustacea,animalia,arthropoda,,,,,,arthropoda,True,True
zoocamnet,larvae_Echinodermata,animalia,echinodermata,,,,,,echinodermata,True,True
zoocamnet,light_detritus,,,,,,,,,False,False
zoocamnet,Limacinidae,animalia,mollusca,gastropoda,pteropoda,limacinidae,,,limacinidae,True,True
zoocamnet,Luidiidae,animalia,echinodermata,asteroidea,paxillosida,luidiidae,,,luidiidae,True,True
zoocamnet,medium_detritus,,,,,,,,,False,False
zoocamnet,megalopa,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True
zoocamnet,Metrinidae,animalia,arthropoda,copepoda,calanoida,metrinidae,,,metrinidae,True,True
zoocamnet,Microstella,animalia,mollusca,gastropoda,pylopulmonata,pyramidellidae,microstellaria,,microstellaria,True,True
zoocamnet,multiple_Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True
zoocamnet,Nannosquillidae,animalia,arthropoda,malacostraca,stomatopoda,nannosquillidae,,,nannosquillidae,True,True
zoocamnet,nauplii_Crustacea,animalia,arthropoda,,,,,,arthropoda,True,True
zoocamnet,nectophore_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True
zoocamnet,Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,neoceratium,,neoceratium,True,True
zoocamnet,Noctiluca,chromista,myzozoa,dinophyceae,noctilucales,noctilucaceae,noctiluca,,noctiluca,True,True
zoocamnet,Obelia,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,obelia,,obelia,True,True
zoocamnet,Oncaea,animalia,arthropoda,copepoda,cyclopoida,oncaeidae,oncaea,,oncaea,True,True
zoocamnet,other_Crustacea,animalia,arthropoda,,,,,,arthropoda,True,True
zoocamnet,other_living,,,,,,,,,False,False
zoocamnet,other_plastic,,,,,,,,,False,False
zoocamnet,other_Siphonophorae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True
zoocamnet,part_Crustacea,animalia,arthropoda,,,,,,arthropoda,True,True
zoocamnet,Penilia,animalia,arthropoda,branchiopoda,ctenopoda,sididae,penilia,,penilia,True,True
zoocamnet,Phoronida,animalia,phoronida,,,,,,phoronida,True,True
zoocamnet,Physonectae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True
zoocamnet,pluteus_Echinodermata,animalia,echinodermata,,,,,,echinodermata,True,True
zoocamnet,Podon,animalia,arthropoda,branchiopoda,onychopoda,podonidae,podon,,podon,True,True
zoocamnet,Poecilostomatoida,,,,,,,,,True,True
zoocamnet,Pontellidae,animalia,arthropoda,copepoda,calanoida,pontellidae,,,pontellidae,True,True
zoocamnet,Porcellanidae,animalia,arthropoda,malacostraca,decapoda,porcellanidae,,,porcellanidae,True,True
zoocamnet,Rhizaria,chromista,,,,,,,chromista,True,True
zoocamnet,Rhizosolenids,,,,,,,,,True,True
zoocamnet,shrimp_like,animalia,arthropoda,malacostraca,,,,,malacostraca,True,True
zoocamnet,tail_Appendicularia,animalia,chordata,appendicularia,,,,,appendicularia,True,True
zoocamnet,Temoridae,animalia,arthropoda,copepoda,calanoida,temoridae,,,temoridae,True,True
zoocamnet,Thalassionema,chromista,heterokontophyta,bacillariophyceae,thalassionematales,thalassionemataceae,thalassionema,,thalassionema,True,True
zoocamnet,Thaliacea,animalia,chordata,thaliacea,,,,,thaliacea,True,True
zoocamnet,Trichodesmium,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True
zoocamnet,veliger,animalia,mollusca,,,,,,mollusca,True,True
zoocamnet,zoea_brachyura,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True
isiisnet,Acantharea,chromista,radiozoa,acantharia,,,,,acantharia,True,True
isiisnet,Actinopterygii,animalia,chordata,,,,,,chordata,True,True
isiisnet,Annelida,animalia,annelida,,,,,,annelida,True,True
isiisnet,Appendicularia,animalia,chordata,appendicularia,,,,,appendicularia,True,True
isiisnet,Appendicularia_body,animalia,chordata,appendicularia,,,,,appendicularia,True,True
isiisnet,Appendicularia_like_body,animalia,chordata,appendicularia,,,,,appendicularia,True,True
isiisnet,Aulacanthidae,chromista,cercozoa,thecofilosea,phaeocystida,aulacanthidae,,,aulacanthidae,True,True
isiisnet,Bacillariophyceae,chromista,heterokontophyta,bacillariophyceae,,,,,bacillariophyceae,True,True
isiisnet,Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True
isiisnet,Cnidaria,animalia,cnidaria,,,,,,cnidaria,True,True
isiisnet,colonial_colodaria,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True
isiisnet,Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True
isiisnet,Crustacea,animalia,arthropoda,,,,,,arthropoda,True,True
isiisnet,Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True
isiisnet,detritus,,,,,,,,,False,False
isiisnet,Doliolida,animalia,chordata,thaliacea,doliolida,,,,doliolida,True,True
isiisnet,ephyra,animalia,cnidaria,scyphozoa,,,,,scyphozoa,True,True
isiisnet,Eumalacostraca,animalia,arthropoda,malacostraca,,,,,malacostraca,True,True
isiisnet,Harpacticoida,animalia,arthropoda,copepoda,harpacticoida,,,,harpacticoida,True,True
isiisnet,house,animalia,chordata,appendicularia,,,,,appendicularia,True,True
isiisnet,like_Acantharea,chromista,radiozoa,acantharia,,,,,acantharia,True,True
isiisnet,like_Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True
isiisnet,Mollusca,animalia,mollusca,,,,,,mollusca,True,True
isiisnet,other_living,,,,,,,,,False,False
isiisnet,part_Cnidaria,animalia,cnidaria,,,,,,cnidaria,True,True
isiisnet,Pyrocystis,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,,pyrocystis,True,True
isiisnet,Rhizaria,chromista,,,,,,,chromista,True,True
isiisnet,Rhopalonematidae,animalia,cnidaria,hydrozoa,trachymedusae,rhopalonematidae,,,rhopalonematidae,True,True
isiisnet,Siphonophorae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True
isiisnet,solitaryblack,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True
isiisnet,streak,,,,,,,,,False,False
isiisnet,vertical line,,,,,,,,,False,False
flowcamnet,lightrods,,,,,,,,,False,False
flowcamnet,Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True
flowcamnet,darkrods,,,,,,,,,False,False
flowcamnet,Appendicularia,animalia,chordata,appendicularia,,,,,appendicularia,True,True
flowcamnet,Neoceratium pentagonum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,pentagonus,tripos pentagonus,True,True
flowcamnet,Calanoida,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True
flowcamnet,badfocus,,,,,,,,,False,False
flowcamnet,other_egg,,,,,,,,,True,True
flowcamnet,Oithonidae,animalia,arthropoda,copepoda,cyclopoida,oithonidae,,,oithonidae,True,True
flowcamnet,Rhizosoleniaceae,,,,,,,,,True,True
flowcamnet,Undellidae,chromista,ciliophora,oligotrichea,choreotrichida,undellidae,,,undellidae,True,True
flowcamnet,contrasted_blob,,,,,,,,,False,False
flowcamnet,Dinophysis,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,,dinophysis,True,True
flowcamnet,Pseudo-Nitzschia chain,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,pseudo-nitzschia,chain,pseudo-nitzschia chain,True,True
flowcamnet,Acantharia,chromista,radiozoa,acantharia,symphyacanthida,amphilithidae,amphibelone,,amphibelone,True,True
flowcamnet,Melosiraceae,chromista,heterokontophyta,bacillariophyceae,melosirales,melosiraceae,,,melosiraceae,True,True
flowcamnet,light,animalia,mollusca,gastropoda,neogastropoda,fasciolariidae,lightbournus,,lightbournus,False,False
flowcamnet,darksphere,,,,,,,,,False,True
flowcamnet,nauplii,animalia,arthropoda,,,,,,arthropoda,True,True
flowcamnet,Asterolamprales,chromista,heterokontophyta,bacillariophyceae,asterolamprales,,,,asterolamprales,True,True
flowcamnet,Ornithocercus,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,ornithocercus,magnificus,ornithocercus magnificus,True,True
flowcamnet,pennate,chromista,heterokontophyta,bacillariophyceae,pennales,,,,pennales,True,True
flowcamnet,Ditylum,chromista,heterokontophyta,bacillariophyceae,lithodesmiales,lithodesmiaceae,ditylum,,ditylum,True,True
flowcamnet,dark,,,,,,,,,False,False
flowcamnet,dinophyceae_shape,,,,,,,,,False,False
flowcamnet,fiber,,,,,,,,,False,False
flowcamnet,Cyttarocylididae,chromista,ciliophora,oligotrichea,choreotrichida,epiplocylididae,epiplocylis,,epiplocylis,True,True
flowcamnet,Neoceratium fusus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,fusus,tripos fusus,True,True
flowcamnet,Neoceratium furca,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,furca,tripos furca,True,True
flowcamnet,lightsphere,,,,,,,,,False,True
flowcamnet,Podolampas,chromista,myzozoa,dinophyceae,peridiniales,podolampadaceae,podolampas,,podolampas,True,True
flowcamnet,polar_view,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,False
flowcamnet,ball_bearing_like,,,,,,,,,False,False
flowcamnet,Gymnodiniales,chromista,myzozoa,dinophyceae,gymnodiniales,,,,gymnodiniales,True,True
flowcamnet,Codonaria,chromista,ciliophora,oligotrichea,choreotrichida,codonellidae,codonaria,,codonaria,True,True
flowcamnet,Oncaeidae,animalia,arthropoda,copepoda,cyclopoida,oncaeidae,,,oncaeidae,True,True
flowcamnet,Steenstrupiella,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,steenstrupiella,,steenstrupiella,True,True
flowcamnet,Poroecus,chromista,ciliophora,oligotrichea,choreotrichida,codonellidae,poroecus,,poroecus,True,True
flowcamnet,crumple sphere,,,,,,,,,False,True
flowcamnet,cyano b,bacteria,cyanobacteria,,,,,,cyanobacteria,True,True
flowcamnet,Fragilariopsis,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,fragilariopsis,,fragilariopsis,True,True
flowcamnet,Dictyocysta,chromista,ciliophora,oligotrichea,choreotrichida,dictyocystidae,dictyocysta,,dictyocysta,True,True
flowcamnet,Cladopyxis,chromista,myzozoa,dinophyceae,gonyaulacales,cladopyxidaceae,cladopyxis,,cladopyxis,True,True
flowcamnet,artefact,,,,,,,,,False,False
flowcamnet,detritus,,,,,,,,,False,False
flowcamnet,Guinardia,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,guinardia,,guinardia,True,True
flowcamnet,Nassellaria,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True
flowcamnet,part_Odontella,chromista,heterokontophyta,bacillariophyceae,triceratiales,triceratiaceae,odontella,,odontella,True,True
flowcamnet,Katagnymene spiralis,bacteria,cyanobacteria,cyanophyceae,gomontiellales,gomontiellaceae,katagnymene,spiralis,katagnymene spiralis,True,True
flowcamnet,part_Crustacea,animalia,arthropoda,,,,,,arthropoda,True,True
flowcamnet,Xystonellidae,chromista,ciliophora,oligotrichea,choreotrichida,xystonellidae,,,xystonellidae,True,True
flowcamnet,Bacteriastrum,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,bacteriastrum,,bacteriastrum,True,True
flowcamnet,chainlarge,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,diatoma,,diatoma,True,True
flowcamnet,Chaetoceros,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True
flowcamnet,Pyrocystaceae,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,,,pyrocystaceae,True,True
flowcamnet,Ceratocorys,chromista,myzozoa,dinophyceae,gonyaulacales,ceratocoryaceae,ceratocorys,,ceratocorys,True,True
flowcamnet,Pyrophacus,chromista,myzozoa,dinophyceae,gonyaulacales,pyrophacaceae,pyrophacus,,pyrophacus,True,True
flowcamnet,Tintinnina,chromista,ciliophora,oligotrichea,choreotrichida,,,,choreotrichida,True,True
flowcamnet,Richelia,bacteria,cyanobacteria,cyanophyceae,nostocales,rivulariaceae,richelia,,richelia,True,True
flowcamnet,bubble,,,,,,,,,False,False
